"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00335CER011","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00344CER017","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER006","industrial ware: white",1825,1875,"Consumption: drinking",115.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER050","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",140.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER052","industrial ware: white",1850,1875,"Food consumption: plate, dish, bowl",150.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00349CER072","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER073","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER074","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",240.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00349CER079","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",180.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00350CER009","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",180.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00351CER021","industrial ware: white",1825,1875,"Consumption: drinking",135.0,28.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00351CER035","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00352CER009","industrial ware: white",1825,1875,"Consumption: drinking",135.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00352CER023","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00352CER025","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,35.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00356CER005","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00356CER006","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00357CER027","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00357CER028","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00360CER012","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00360CER020","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",240.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00360CER021","industrial ware: white",1800,1830,"Food consumption: plate, dish, bowl",250.0,23.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00360CER024","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00360CER027","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00370CER013","industrial ware: white",1750,1800,"Consumption: drinking",55.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00370CER023","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",180.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00370CER024","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00373CER023","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",160.0,80.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00377CER024","industrial ware: white",1775,1800,"Consumption: drinking",100.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00377CER037","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00377CER038","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00377CER040","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,23.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00382CER022","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00382CER023","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",160.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER047","industrial ware: white",1825,1875,"Consumption: drinking",120.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00383CER067","industrial ware: white",1825,1875,"Consumption: drinking",80.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER070","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,23.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER071","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER072","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER074","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",170.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER076","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00383CER082","industrial ware: white",1804,1828,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,"Sewell",0,"industrial ware",NULL
"NZR2.00384CER027","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00385CER067","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",160.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00385CER076","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00385CER079","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00386CER071","industrial ware: white",1875,1936,"Consumption: drinking",100.0,80.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00386CER077","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00388CER036","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00390CER048","industrial ware: white",1825,1850,"Food consumption: plate, dish, bowl",160.0,75.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00390CER058","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",240.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00391CER061","industrial ware: white",1880,1900,"Food consumption: plate, dish, bowl",200.0,15.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00391CER064","industrial ware: white",1775,1800,"Consumption: drinking",70.0,43.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00391CER065","industrial ware: white",1775,1825,"Consumption: drinking",70.0,40.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00391CER068","industrial ware: white",1760,1800,"Consumption: drinking",100.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00391CER080","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",220.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00391CER083","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00391CER084","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",220.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00391CER087","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00402CER004","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00403CER015","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00403CER018","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",150.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00403CER020","industrial ware: white",1825,1875,"Consumption: drinking",130.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00403CER022","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",250.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00403CER023","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,17.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00413CER092","industrial ware: white",1900,1936,"Consumption: drinking",100.0,80.0,NULL,"Societe Ceramique 550",0,"industrial ware",NULL
"NZR2.00413CER115","industrial ware: white",1890,1936,"Food consumption: plate, dish, bowl",240.0,30.0,NULL,"P. Regout 80",0,"industrial ware",NULL
"NZR2.00413CER124","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",220.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00413CER127","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00418CER091","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00418CER093","industrial ware: white",1800,1830,"Food consumption: plate, dish, bowl",200.0,15.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00418CER100","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",230.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00418CER101","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,23.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00422CER058","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,"animal scenery",NULL,0,"industrial ware",NULL
"NZR2.00422CER060","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",150.0,27.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00422CER061","industrial ware: white",1850,1900,"Consumption: drinking",135.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00422CER068","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",210.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00424CER024","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00426CER010","industrial ware: white",1825,1850,"Consumption: drinking",90.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00426CER011","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00426CER015","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",240.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00427CER008","industrial ware: white",1760,1800,"Consumption: drinking",110.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00432CER014","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00433CER101","industrial ware: white",1760,1800,"Consumption: drinking",110.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00433CER102","industrial ware: white",1800,1850,"Consumption: drinking",120.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00433CER108","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00433CER112","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00438CER038","industrial ware: white",1825,1900,"Consumption: drinking",85.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00438CER040","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00438CER042","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",280.0,70.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00439CER054","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00440CER020","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",170.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00441CER079","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00441CER089","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",250.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00441CER091","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00441CER092","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00445CER036","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00448CER056","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",150.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00455CER045","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00459CER028","industrial ware: white",1775,1825,"Consumption: drinking",120.0,25.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00459CER029","industrial ware: white",1760,1800,"Consumption: drinking",105.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00459CER030","industrial ware: white",1840,1900,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00459CER037","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",230.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00459CER038","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00460CER122","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",230.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00462CER133","industrial ware: white",1875,1900,"Consumption: drinking",90.0,70.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00462CER142","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00462CER144","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",170.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00462CER153","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00462CER158","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00465CER011","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00481CER032","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00481CER035","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00482CER017","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",250.0,65.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00482CER027","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER081","industrial ware: white",1825,1850,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00490CER083","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00490CER084","industrial ware: white",1850,1900,"Consumption: drinking",130.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER086","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",160.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER102","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER103","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER104","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER106","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER107","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",190.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER108","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",160.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00490CER115","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",250.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00491CER013","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER014","industrial ware: white",1800,1875,"Consumption: drinking",115.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER104","industrial ware: white",1825,1875,"Consumption: drinking",100.0,50.0,"human figure",NULL,0,"industrial ware",NULL
"NZR2.00492CER106","industrial ware: white",1775,1825,"Consumption: drinking",80.0,50.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00492CER155","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00492CER161","industrial ware: white",1775,1825,"Consumption: drinking",120.0,25.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00492CER162","industrial ware: white",1775,1825,"Consumption: drinking",110.0,20.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00492CER163","industrial ware: white",1830,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00492CER166","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER167","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER176","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",320.0,85.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER177","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",320.0,65.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER187","industrial ware: white",1850,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER200","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER201","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER203","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",190.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER204","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",190.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER205","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER206","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",200.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER208","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER209","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER210","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,27.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER212","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER215","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER217","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,17.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER218","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER220","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER221","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER222","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER223","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",210.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00492CER224","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,15.0,NULL,"Wedgwood",0,"industrial ware",NULL
"NZR2.00492CER229","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00496CER041","industrial ware: white",1825,1875,"Consumption: drinking",95.0,55.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00496CER042","industrial ware: white",1825,1875,"Consumption: drinking",90.0,50.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00496CER060","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00496CER061","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00496CER063","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER018","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00505CER027","industrial ware: white",1825,1875,"Consumption: drinking",130.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00505CER028","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",240.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00505CER029","industrial ware: white",1825,1900,"Consumption: drinking",90.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER032","industrial ware: white",1825,1875,"Consumption: drinking",100.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER037","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER040","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",160.0,75.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER056","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER058","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",130.0,13.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER059","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",190.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER063","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00505CER070","industrial ware: white",1790,1815,"Consumption: drinking",120.0,35.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00509CER002","industrial ware: white",1850,1900,"Consumption: drinking",80.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00509CER075","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",220.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00510CER022","industrial ware: white",1825,1850,"Consumption: drinking",100.0,55.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00510CER024","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,70.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00511CER104","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",220.0,40.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00511CER108","industrial ware: white",1760,1800,"Consumption: drinking",65.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00511CER112","industrial ware: white",1825,1900,"Consumption: drinking",130.0,25.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00511CER115","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",160.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00511CER135","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",240.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00511CER137","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER204","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00512CER205","industrial ware: white",1775,1850,"Consumption: drinking",130.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00512CER217","industrial ware: white",1850,1900,"Consumption: drinking",130.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER220","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER242","industrial ware: white",1850,1925,"Food consumption: plate, dish, bowl",240.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER252","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",230.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER254","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER260","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER261","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER264","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00512CER265","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
