"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00296CER017","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",210.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00297CER015","industrial ware: white",1825,1875,"Consumption: drinking",100.0,50.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00297CER026","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00298CER015","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00298CER020","industrial ware: white",1775,1825,"Consumption: drinking",90.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00298CER037","industrial ware: white",1775,1800,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00298CER038","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00298CER040","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",240.0,25.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00298CER042","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER053","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",140.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00299CER054","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,27.0,"landscape","Wedgwood",0,"industrial ware",NULL
"NZR2.00299CER065","industrial ware: white",1775,1825,"Consumption: drinking",130.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00299CER069","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00299CER075","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER078","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER079","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",170.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER082","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,70.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER095","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",150.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER105","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",240.0,23.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER106","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER107","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",160.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER110","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",230.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER115","industrial ware: white",1760,1850,"Food consumption: plate, dish, bowl",210.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER116","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,27.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER120","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",190.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER121","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",190.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00299CER128","industrial ware: white",1820,1826,"Food consumption: plate, dish, bowl",195.0,20.0,NULL,"Dixon, Austin & Co",0,"industrial ware",NULL
"NZR2.00301CER017","industrial ware: white",1825,1875,"Consumption: drinking",130.0,28.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER089","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER092","industrial ware: white",1825,1875,"Consumption: drinking",80.0,55.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER095","industrial ware: white",1825,1850,"Consumption: drinking",100.0,60.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00305CER097","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",260.0,50.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00305CER107","industrial ware: white",1775,1825,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER108","industrial ware: white",1825,1875,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER109","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",150.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER116","industrial ware: white",1825,1850,"Consumption: drinking",90.0,50.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER117","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00305CER128","industrial ware: white",1760,1825,"Consumption: drinking",90.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER131","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER136","industrial ware: white",1825,1875,"Consumption: drinking",90.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER138","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER139","industrial ware: white",1825,1875,"Consumption: drinking",130.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER140","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",130.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER141","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",170.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER167","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",320.0,135.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER189","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",220.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER190","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER193","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER195","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",180.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER196","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",255.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER197","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",240.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER198","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",220.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER202","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER207","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER208","industrial ware: white",1760,1875,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER211","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER213","industrial ware: white",1760,1850,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER214","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER215","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",180.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER216","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",230.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER217","industrial ware: white",1760,1875,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00305CER218","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00306CER036","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00306CER038","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",180.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00310CER033","industrial ware: white",1760,1825,"Consumption: drinking",70.0,47.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00310CER035","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00310CER046","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00310CER047","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00310CER054","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",240.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER001","industrial ware: white",1775,1825,"Consumption: drinking",65.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER054","industrial ware: white",1825,1875,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00313CER055","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,35.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00313CER056","industrial ware: white",1825,1875,"Consumption: drinking",130.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00313CER057","industrial ware: white",1775,1800,"Food consumption: plate, dish, bowl",160.0,45.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00313CER058","industrial ware: white",1775,1800,"Consumption: drinking",120.0,25.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00313CER067","industrial ware: white",1825,1875,"Consumption: drinking",100.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER076","industrial ware: white",1800,1850,"Consumption: drinking",120.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER080","industrial ware: white",1825,1850,"Food consumption: plate, dish, bowl",135.0,70.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER081","industrial ware: white",1825,1850,"Food consumption: plate, dish, bowl",120.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER082","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER100","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,"Wedgwood",0,"industrial ware",NULL
"NZR2.00313CER102","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER104","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",160.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER105","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",190.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER106","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER107","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER109","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER112","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",145.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00313CER113","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,27.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00319CER002","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",220.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00319CER003","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",260.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER043","industrial ware: white",1825,1875,"Consumption: drinking",80.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER044","industrial ware: white",1850,1880,"Consumption: drinking",110.0,20.0,NULL,"P. Regout 5a",0,"industrial ware",NULL
"NZR2.00321CER047","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER048","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",210.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER053","industrial ware: white",1775,1825,"Consumption: drinking",70.0,42.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00321CER056","industrial ware: white",1825,1900,"Consumption: drinking",100.0,55.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00321CER058","industrial ware: white",1825,1850,"Consumption: drinking",90.0,50.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00321CER086","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER088","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER089","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER095","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER096","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER097","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER100","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER102","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00321CER112","industrial ware: white",1875,1936,"Food consumption: plate, dish, bowl",170.0,30.0,NULL,"unknown",0,"industrial ware",NULL
"NZR2.00324CER020","industrial ware: white",1825,1875,"Consumption: drinking",135.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00324CER040","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",240.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00324CER042","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00324CER044","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",105.0,53.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER082","industrial ware: white",1800,1850,"Consumption: drinking",95.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER084","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER085","industrial ware: white",1840,1900,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER086","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,35.0,"human figure",NULL,0,"industrial ware",NULL
"NZR2.00325CER087","industrial ware: white",1800,1850,"Consumption: drinking",130.0,20.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00325CER088","industrial ware: white",1825,1875,"Consumption: drinking",125.0,25.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00325CER089","industrial ware: white",1800,1850,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00325CER090","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",180.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00325CER091","industrial ware: white",1760,1800,"Consumption: drinking",120.0,20.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00325CER095","industrial ware: white",1800,1850,"Consumption: drinking",130.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00325CER096","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",170.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER097","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",180.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER100","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",160.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER109","industrial ware: white",1825,1850,"Consumption: drinking",80.0,45.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00325CER110","industrial ware: white",1825,1900,"Consumption: drinking",100.0,50.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00325CER152","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",150.0,80.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER159","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",180.0,17.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER166","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER169","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER172","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",220.0,22.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00325CER174","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
